mask,day,case,slice,has_ann,slice_max,is_pseudo,fold
case119/day0/slice_0119_mask.npy,day0,case119,119,False,-1,True,-1
case119/day0/slice_0118_mask.npy,day0,case119,118,False,-1,True,-1
case119/day21/slice_0116_mask.npy,day21,case119,116,False,-1,True,-1
case119/day21/slice_0113_mask.npy,day21,case119,113,False,-1,True,-1
case119/day21/slice_0110_mask.npy,day21,case119,110,False,-1,True,-1
case119/day21/slice_0115_mask.npy,day21,case119,115,False,-1,True,-1
case119/day21/slice_0111_mask.npy,day21,case119,111,False,-1,True,-1
case119/day21/slice_0117_mask.npy,day21,case119,117,False,-1,True,-1
case119/day21/slice_0109_mask.npy,day21,case119,109,False,-1,True,-1
case119/day21/slice_0119_mask.npy,day21,case119,119,False,-1,True,-1
case119/day21/slice_0114_mask.npy,day21,case119,114,False,-1,True,-1
case119/day21/slice_0108_mask.npy,day21,case119,108,False,-1,True,-1
case119/day21/slice_0118_mask.npy,day21,case119,118,False,-1,True,-1
case119/day21/slice_0107_mask.npy,day21,case119,107,False,-1,True,-1
case119/day21/slice_0112_mask.npy,day21,case119,112,False,-1,True,-1
case140/day10/slice_0116_mask.npy,day10,case140,116,False,-1,True,-1
case140/day10/slice_0104_mask.npy,day10,case140,104,False,-1,True,-1
case140/day10/slice_0113_mask.npy,day10,case140,113,False,-1,True,-1
case140/day10/slice_0110_mask.npy,day10,case140,110,False,-1,True,-1
case140/day10/slice_0115_mask.npy,day10,case140,115,False,-1,True,-1
case140/day10/slice_0111_mask.npy,day10,case140,111,False,-1,True,-1
case140/day10/slice_0101_mask.npy,day10,case140,101,False,-1,True,-1
case140/day10/slice_0103_mask.npy,day10,case140,103,False,-1,True,-1
case140/day10/slice_0102_mask.npy,day10,case140,102,False,-1,True,-1
case140/day10/slice_0099_mask.npy,day10,case140,99,False,-1,True,-1
case140/day10/slice_0117_mask.npy,day10,case140,117,False,-1,True,-1
case140/day10/slice_0109_mask.npy,day10,case140,109,False,-1,True,-1
case140/day10/slice_0106_mask.npy,day10,case140,106,False,-1,True,-1
case140/day10/slice_0119_mask.npy,day10,case140,119,False,-1,True,-1
case140/day10/slice_0105_mask.npy,day10,case140,105,False,-1,True,-1
case140/day10/slice_0114_mask.npy,day10,case140,114,False,-1,True,-1
case140/day10/slice_0108_mask.npy,day10,case140,108,False,-1,True,-1
case140/day10/slice_0118_mask.npy,day10,case140,118,False,-1,True,-1
case140/day10/slice_0100_mask.npy,day10,case140,100,False,-1,True,-1
case140/day10/slice_0107_mask.npy,day10,case140,107,False,-1,True,-1
case140/day10/slice_0112_mask.npy,day10,case140,112,False,-1,True,-1
case140/day0/slice_0116_mask.npy,day0,case140,116,False,-1,True,-1
case140/day0/slice_0113_mask.npy,day0,case140,113,False,-1,True,-1
case140/day0/slice_0115_mask.npy,day0,case140,115,False,-1,True,-1
case140/day0/slice_0064_mask.npy,day0,case140,64,False,-1,True,-1
case140/day0/slice_0062_mask.npy,day0,case140,62,False,-1,True,-1
case140/day0/slice_0065_mask.npy,day0,case140,65,False,-1,True,-1
case140/day0/slice_0061_mask.npy,day0,case140,61,False,-1,True,-1
case140/day0/slice_0117_mask.npy,day0,case140,117,False,-1,True,-1
case140/day0/slice_0063_mask.npy,day0,case140,63,False,-1,True,-1
case140/day0/slice_0119_mask.npy,day0,case140,119,False,-1,True,-1
case140/day0/slice_0114_mask.npy,day0,case140,114,False,-1,True,-1
case140/day0/slice_0118_mask.npy,day0,case140,118,False,-1,True,-1
case140/day0/slice_0112_mask.npy,day0,case140,112,False,-1,True,-1
case81/day30/slice_0064_mask.npy,day30,case81,64,False,-1,True,-1
case81/day30/slice_0062_mask.npy,day30,case81,62,False,-1,True,-1
case81/day30/slice_0065_mask.npy,day30,case81,65,False,-1,True,-1
case81/day30/slice_0061_mask.npy,day30,case81,61,False,-1,True,-1
case81/day30/slice_0117_mask.npy,day30,case81,117,False,-1,True,-1
case81/day30/slice_0063_mask.npy,day30,case81,63,False,-1,True,-1
case81/day30/slice_0119_mask.npy,day30,case81,119,False,-1,True,-1
case81/day30/slice_0118_mask.npy,day30,case81,118,False,-1,True,-1
case81/day28/slice_0116_mask.npy,day28,case81,116,False,-1,True,-1
case81/day28/slice_0113_mask.npy,day28,case81,113,False,-1,True,-1
case81/day28/slice_0110_mask.npy,day28,case81,110,False,-1,True,-1
case81/day28/slice_0115_mask.npy,day28,case81,115,False,-1,True,-1
case81/day28/slice_0111_mask.npy,day28,case81,111,False,-1,True,-1
case81/day28/slice_0117_mask.npy,day28,case81,117,False,-1,True,-1
case81/day28/slice_0109_mask.npy,day28,case81,109,False,-1,True,-1
case81/day28/slice_0119_mask.npy,day28,case81,119,False,-1,True,-1
case81/day28/slice_0114_mask.npy,day28,case81,114,False,-1,True,-1
case81/day28/slice_0118_mask.npy,day28,case81,118,False,-1,True,-1
case81/day28/slice_0112_mask.npy,day28,case81,112,False,-1,True,-1
case134/day22/slice_0116_mask.npy,day22,case134,116,False,-1,True,-1
case134/day22/slice_0113_mask.npy,day22,case134,113,False,-1,True,-1
case134/day22/slice_0110_mask.npy,day22,case134,110,False,-1,True,-1
case134/day22/slice_0115_mask.npy,day22,case134,115,False,-1,True,-1
case134/day22/slice_0111_mask.npy,day22,case134,111,False,-1,True,-1
case134/day22/slice_0117_mask.npy,day22,case134,117,False,-1,True,-1
case134/day22/slice_0119_mask.npy,day22,case134,119,False,-1,True,-1
case134/day22/slice_0114_mask.npy,day22,case134,114,False,-1,True,-1
case134/day22/slice_0118_mask.npy,day22,case134,118,False,-1,True,-1
case134/day22/slice_0112_mask.npy,day22,case134,112,False,-1,True,-1
case134/day0/slice_0116_mask.npy,day0,case134,116,False,-1,True,-1
case134/day0/slice_0113_mask.npy,day0,case134,113,False,-1,True,-1
case134/day0/slice_0110_mask.npy,day0,case134,110,False,-1,True,-1
case134/day0/slice_0115_mask.npy,day0,case134,115,False,-1,True,-1
case134/day0/slice_0111_mask.npy,day0,case134,111,False,-1,True,-1
case134/day0/slice_0117_mask.npy,day0,case134,117,False,-1,True,-1
case134/day0/slice_0109_mask.npy,day0,case134,109,False,-1,True,-1
case134/day0/slice_0119_mask.npy,day0,case134,119,False,-1,True,-1
case134/day0/slice_0114_mask.npy,day0,case134,114,False,-1,True,-1
case134/day0/slice_0118_mask.npy,day0,case134,118,False,-1,True,-1
case134/day0/slice_0112_mask.npy,day0,case134,112,False,-1,True,-1
case125/day16/slice_0116_mask.npy,day16,case125,116,False,-1,True,-1
case125/day16/slice_0115_mask.npy,day16,case125,115,False,-1,True,-1
case125/day16/slice_0117_mask.npy,day16,case125,117,False,-1,True,-1
case125/day16/slice_0119_mask.npy,day16,case125,119,False,-1,True,-1
case125/day16/slice_0118_mask.npy,day16,case125,118,False,-1,True,-1
case92/day0/slice_0117_mask.npy,day0,case92,117,False,-1,True,-1
case92/day0/slice_0119_mask.npy,day0,case92,119,False,-1,True,-1
case92/day0/slice_0118_mask.npy,day0,case92,118,False,-1,True,-1
case55/day20/slice_0067_mask.npy,day20,case55,67,False,-1,True,-1
case55/day20/slice_0082_mask.npy,day20,case55,82,False,-1,True,-1
case55/day20/slice_0073_mask.npy,day20,case55,73,False,-1,True,-1
case55/day20/slice_0069_mask.npy,day20,case55,69,False,-1,True,-1
case55/day20/slice_0081_mask.npy,day20,case55,81,False,-1,True,-1
case55/day20/slice_0064_mask.npy,day20,case55,64,False,-1,True,-1
case55/day20/slice_0062_mask.npy,day20,case55,62,False,-1,True,-1
case55/day20/slice_0075_mask.npy,day20,case55,75,False,-1,True,-1
case55/day20/slice_0068_mask.npy,day20,case55,68,False,-1,True,-1
case55/day20/slice_0065_mask.npy,day20,case55,65,False,-1,True,-1
case55/day20/slice_0071_mask.npy,day20,case55,71,False,-1,True,-1
case55/day20/slice_0078_mask.npy,day20,case55,78,False,-1,True,-1
case55/day20/slice_0076_mask.npy,day20,case55,76,False,-1,True,-1
case55/day20/slice_0061_mask.npy,day20,case55,61,False,-1,True,-1
case55/day20/slice_0066_mask.npy,day20,case55,66,False,-1,True,-1
case55/day20/slice_0063_mask.npy,day20,case55,63,False,-1,True,-1
case55/day20/slice_0074_mask.npy,day20,case55,74,False,-1,True,-1
case55/day20/slice_0072_mask.npy,day20,case55,72,False,-1,True,-1
case55/day20/slice_0070_mask.npy,day20,case55,70,False,-1,True,-1
case55/day20/slice_0077_mask.npy,day20,case55,77,False,-1,True,-1
case55/day20/slice_0080_mask.npy,day20,case55,80,False,-1,True,-1
case55/day20/slice_0079_mask.npy,day20,case55,79,False,-1,True,-1
case55/day18/slice_0067_mask.npy,day18,case55,67,False,-1,True,-1
case55/day18/slice_0073_mask.npy,day18,case55,73,False,-1,True,-1
case55/day18/slice_0069_mask.npy,day18,case55,69,False,-1,True,-1
case55/day18/slice_0064_mask.npy,day18,case55,64,False,-1,True,-1
case55/day18/slice_0062_mask.npy,day18,case55,62,False,-1,True,-1
case55/day18/slice_0075_mask.npy,day18,case55,75,False,-1,True,-1
case55/day18/slice_0068_mask.npy,day18,case55,68,False,-1,True,-1
case55/day18/slice_0065_mask.npy,day18,case55,65,False,-1,True,-1
case55/day18/slice_0071_mask.npy,day18,case55,71,False,-1,True,-1
case55/day18/slice_0078_mask.npy,day18,case55,78,False,-1,True,-1
case55/day18/slice_0076_mask.npy,day18,case55,76,False,-1,True,-1
case55/day18/slice_0061_mask.npy,day18,case55,61,False,-1,True,-1
case55/day18/slice_0066_mask.npy,day18,case55,66,False,-1,True,-1
case55/day18/slice_0063_mask.npy,day18,case55,63,False,-1,True,-1
case55/day18/slice_0074_mask.npy,day18,case55,74,False,-1,True,-1
case55/day18/slice_0072_mask.npy,day18,case55,72,False,-1,True,-1
case55/day18/slice_0070_mask.npy,day18,case55,70,False,-1,True,-1
case55/day18/slice_0077_mask.npy,day18,case55,77,False,-1,True,-1
case55/day18/slice_0080_mask.npy,day18,case55,80,False,-1,True,-1
case55/day18/slice_0079_mask.npy,day18,case55,79,False,-1,True,-1
case144/day0/slice_0116_mask.npy,day0,case144,116,False,-1,True,-1
case144/day0/slice_0117_mask.npy,day0,case144,117,False,-1,True,-1
case144/day0/slice_0119_mask.npy,day0,case144,119,False,-1,True,-1
case144/day0/slice_0118_mask.npy,day0,case144,118,False,-1,True,-1
case144/day15/slice_0116_mask.npy,day15,case144,116,False,-1,True,-1
case144/day15/slice_0113_mask.npy,day15,case144,113,False,-1,True,-1
case144/day15/slice_0110_mask.npy,day15,case144,110,False,-1,True,-1
case144/day15/slice_0115_mask.npy,day15,case144,115,False,-1,True,-1
case144/day15/slice_0111_mask.npy,day15,case144,111,False,-1,True,-1
case144/day15/slice_0117_mask.npy,day15,case144,117,False,-1,True,-1
case144/day15/slice_0109_mask.npy,day15,case144,109,False,-1,True,-1
case144/day15/slice_0119_mask.npy,day15,case144,119,False,-1,True,-1
case144/day15/slice_0114_mask.npy,day15,case144,114,False,-1,True,-1
case144/day15/slice_0108_mask.npy,day15,case144,108,False,-1,True,-1
case144/day15/slice_0118_mask.npy,day15,case144,118,False,-1,True,-1
case144/day15/slice_0107_mask.npy,day15,case144,107,False,-1,True,-1
case144/day15/slice_0112_mask.npy,day15,case144,112,False,-1,True,-1
case34/day15/slice_0032_mask.npy,day15,case34,32,False,-1,True,-1
case34/day15/slice_0031_mask.npy,day15,case34,31,False,-1,True,-1
case34/day15/slice_0033_mask.npy,day15,case34,33,False,-1,True,-1
case36/day6/slice_0116_mask.npy,day6,case36,116,False,-1,True,-1
case36/day6/slice_0113_mask.npy,day6,case36,113,False,-1,True,-1
case36/day6/slice_0115_mask.npy,day6,case36,115,False,-1,True,-1
case36/day6/slice_0117_mask.npy,day6,case36,117,False,-1,True,-1
case36/day6/slice_0119_mask.npy,day6,case36,119,False,-1,True,-1
case36/day6/slice_0114_mask.npy,day6,case36,114,False,-1,True,-1
case36/day6/slice_0118_mask.npy,day6,case36,118,False,-1,True,-1
case36/day6/slice_0112_mask.npy,day6,case36,112,False,-1,True,-1
case36/day8/slice_0119_mask.npy,day8,case36,119,False,-1,True,-1
case36/day8/slice_0118_mask.npy,day8,case36,118,False,-1,True,-1
case36/day0/slice_0067_mask.npy,day0,case36,67,False,-1,True,-1
case36/day0/slice_0073_mask.npy,day0,case36,73,False,-1,True,-1
case36/day0/slice_0069_mask.npy,day0,case36,69,False,-1,True,-1
case36/day0/slice_0064_mask.npy,day0,case36,64,False,-1,True,-1
case36/day0/slice_0062_mask.npy,day0,case36,62,False,-1,True,-1
case36/day0/slice_0075_mask.npy,day0,case36,75,False,-1,True,-1
case36/day0/slice_0068_mask.npy,day0,case36,68,False,-1,True,-1
case36/day0/slice_0065_mask.npy,day0,case36,65,False,-1,True,-1
case36/day0/slice_0071_mask.npy,day0,case36,71,False,-1,True,-1
case36/day0/slice_0078_mask.npy,day0,case36,78,False,-1,True,-1
case36/day0/slice_0076_mask.npy,day0,case36,76,False,-1,True,-1
case36/day0/slice_0061_mask.npy,day0,case36,61,False,-1,True,-1
case36/day0/slice_0066_mask.npy,day0,case36,66,False,-1,True,-1
case36/day0/slice_0063_mask.npy,day0,case36,63,False,-1,True,-1
case36/day0/slice_0074_mask.npy,day0,case36,74,False,-1,True,-1
case36/day0/slice_0072_mask.npy,day0,case36,72,False,-1,True,-1
case36/day0/slice_0070_mask.npy,day0,case36,70,False,-1,True,-1
case36/day0/slice_0077_mask.npy,day0,case36,77,False,-1,True,-1
case36/day14/slice_0116_mask.npy,day14,case36,116,False,-1,True,-1
case36/day14/slice_0113_mask.npy,day14,case36,113,False,-1,True,-1
case36/day14/slice_0115_mask.npy,day14,case36,115,False,-1,True,-1
case36/day14/slice_0117_mask.npy,day14,case36,117,False,-1,True,-1
case36/day14/slice_0119_mask.npy,day14,case36,119,False,-1,True,-1
case36/day14/slice_0114_mask.npy,day14,case36,114,False,-1,True,-1
case36/day14/slice_0118_mask.npy,day14,case36,118,False,-1,True,-1
case36/day14/slice_0112_mask.npy,day14,case36,112,False,-1,True,-1
case7/day19/slice_0116_mask.npy,day19,case7,116,False,-1,True,-1
case7/day19/slice_0113_mask.npy,day19,case7,113,False,-1,True,-1
case7/day19/slice_0115_mask.npy,day19,case7,115,False,-1,True,-1
case7/day19/slice_0064_mask.npy,day19,case7,64,False,-1,True,-1
case7/day19/slice_0062_mask.npy,day19,case7,62,False,-1,True,-1
case7/day19/slice_0065_mask.npy,day19,case7,65,False,-1,True,-1
case7/day19/slice_0061_mask.npy,day19,case7,61,False,-1,True,-1
case7/day19/slice_0117_mask.npy,day19,case7,117,False,-1,True,-1
case7/day19/slice_0063_mask.npy,day19,case7,63,False,-1,True,-1
case7/day19/slice_0119_mask.npy,day19,case7,119,False,-1,True,-1
case7/day19/slice_0114_mask.npy,day19,case7,114,False,-1,True,-1
case7/day19/slice_0118_mask.npy,day19,case7,118,False,-1,True,-1
case7/day0/slice_0116_mask.npy,day0,case7,116,False,-1,True,-1
case7/day0/slice_0067_mask.npy,day0,case7,67,False,-1,True,-1
case7/day0/slice_0069_mask.npy,day0,case7,69,False,-1,True,-1
case7/day0/slice_0115_mask.npy,day0,case7,115,False,-1,True,-1
case7/day0/slice_0064_mask.npy,day0,case7,64,False,-1,True,-1
case7/day0/slice_0062_mask.npy,day0,case7,62,False,-1,True,-1
case7/day0/slice_0068_mask.npy,day0,case7,68,False,-1,True,-1
case7/day0/slice_0065_mask.npy,day0,case7,65,False,-1,True,-1
case7/day0/slice_0061_mask.npy,day0,case7,61,False,-1,True,-1
case7/day0/slice_0066_mask.npy,day0,case7,66,False,-1,True,-1
case7/day0/slice_0117_mask.npy,day0,case7,117,False,-1,True,-1
case7/day0/slice_0063_mask.npy,day0,case7,63,False,-1,True,-1
case7/day0/slice_0119_mask.npy,day0,case7,119,False,-1,True,-1
case7/day0/slice_0114_mask.npy,day0,case7,114,False,-1,True,-1
case7/day0/slice_0118_mask.npy,day0,case7,118,False,-1,True,-1
case7/day13/slice_0116_mask.npy,day13,case7,116,False,-1,True,-1
case7/day13/slice_0113_mask.npy,day13,case7,113,False,-1,True,-1
case7/day13/slice_0110_mask.npy,day13,case7,110,False,-1,True,-1
case7/day13/slice_0115_mask.npy,day13,case7,115,False,-1,True,-1
case7/day13/slice_0111_mask.npy,day13,case7,111,False,-1,True,-1
case7/day13/slice_0117_mask.npy,day13,case7,117,False,-1,True,-1
case7/day13/slice_0109_mask.npy,day13,case7,109,False,-1,True,-1
case7/day13/slice_0119_mask.npy,day13,case7,119,False,-1,True,-1
case7/day13/slice_0114_mask.npy,day13,case7,114,False,-1,True,-1
case7/day13/slice_0108_mask.npy,day13,case7,108,False,-1,True,-1
case7/day13/slice_0118_mask.npy,day13,case7,118,False,-1,True,-1
case7/day13/slice_0112_mask.npy,day13,case7,112,False,-1,True,-1
case44/day20/slice_0119_mask.npy,day20,case44,119,False,-1,True,-1
case44/day20/slice_0118_mask.npy,day20,case44,118,False,-1,True,-1
case44/day19/slice_0116_mask.npy,day19,case44,116,False,-1,True,-1
case44/day19/slice_0117_mask.npy,day19,case44,117,False,-1,True,-1
case44/day19/slice_0119_mask.npy,day19,case44,119,False,-1,True,-1
case44/day19/slice_0118_mask.npy,day19,case44,118,False,-1,True,-1
case44/day0/slice_0116_mask.npy,day0,case44,116,False,-1,True,-1
case44/day0/slice_0104_mask.npy,day0,case44,104,False,-1,True,-1
case44/day0/slice_0113_mask.npy,day0,case44,113,False,-1,True,-1
case44/day0/slice_0110_mask.npy,day0,case44,110,False,-1,True,-1
case44/day0/slice_0115_mask.npy,day0,case44,115,False,-1,True,-1
case44/day0/slice_0111_mask.npy,day0,case44,111,False,-1,True,-1
case44/day0/slice_0103_mask.npy,day0,case44,103,False,-1,True,-1
case44/day0/slice_0117_mask.npy,day0,case44,117,False,-1,True,-1
case44/day0/slice_0109_mask.npy,day0,case44,109,False,-1,True,-1
case44/day0/slice_0106_mask.npy,day0,case44,106,False,-1,True,-1
case44/day0/slice_0119_mask.npy,day0,case44,119,False,-1,True,-1
case44/day0/slice_0105_mask.npy,day0,case44,105,False,-1,True,-1
case44/day0/slice_0114_mask.npy,day0,case44,114,False,-1,True,-1
case44/day0/slice_0108_mask.npy,day0,case44,108,False,-1,True,-1
case44/day0/slice_0118_mask.npy,day0,case44,118,False,-1,True,-1
case44/day0/slice_0107_mask.npy,day0,case44,107,False,-1,True,-1
case44/day0/slice_0112_mask.npy,day0,case44,112,False,-1,True,-1
case66/day0/slice_0119_mask.npy,day0,case66,119,False,-1,True,-1
case66/day36/slice_0061_mask.npy,day36,case66,61,False,-1,True,-1
case66/day36/slice_0119_mask.npy,day36,case66,119,False,-1,True,-1
case66/day34/slice_0067_mask.npy,day34,case66,67,False,-1,True,-1
case66/day34/slice_0082_mask.npy,day34,case66,82,False,-1,True,-1
case66/day34/slice_0073_mask.npy,day34,case66,73,False,-1,True,-1
case66/day34/slice_0069_mask.npy,day34,case66,69,False,-1,True,-1
case66/day34/slice_0081_mask.npy,day34,case66,81,False,-1,True,-1
case66/day34/slice_0064_mask.npy,day34,case66,64,False,-1,True,-1
case66/day34/slice_0062_mask.npy,day34,case66,62,False,-1,True,-1
case66/day34/slice_0075_mask.npy,day34,case66,75,False,-1,True,-1
case66/day34/slice_0068_mask.npy,day34,case66,68,False,-1,True,-1
case66/day34/slice_0065_mask.npy,day34,case66,65,False,-1,True,-1
case66/day34/slice_0071_mask.npy,day34,case66,71,False,-1,True,-1
case66/day34/slice_0078_mask.npy,day34,case66,78,False,-1,True,-1
case66/day34/slice_0076_mask.npy,day34,case66,76,False,-1,True,-1
case66/day34/slice_0061_mask.npy,day34,case66,61,False,-1,True,-1
case66/day34/slice_0066_mask.npy,day34,case66,66,False,-1,True,-1
case66/day34/slice_0063_mask.npy,day34,case66,63,False,-1,True,-1
case66/day34/slice_0074_mask.npy,day34,case66,74,False,-1,True,-1
case66/day34/slice_0072_mask.npy,day34,case66,72,False,-1,True,-1
case66/day34/slice_0083_mask.npy,day34,case66,83,False,-1,True,-1
case66/day34/slice_0070_mask.npy,day34,case66,70,False,-1,True,-1
case66/day34/slice_0077_mask.npy,day34,case66,77,False,-1,True,-1
case66/day34/slice_0080_mask.npy,day34,case66,80,False,-1,True,-1
case66/day34/slice_0079_mask.npy,day34,case66,79,False,-1,True,-1
case66/day34/slice_0084_mask.npy,day34,case66,84,False,-1,True,-1
case102/day0/slice_0064_mask.npy,day0,case102,64,False,-1,True,-1
case102/day0/slice_0062_mask.npy,day0,case102,62,False,-1,True,-1
case102/day0/slice_0065_mask.npy,day0,case102,65,False,-1,True,-1
case102/day0/slice_0061_mask.npy,day0,case102,61,False,-1,True,-1
case102/day0/slice_0063_mask.npy,day0,case102,63,False,-1,True,-1
case101/day20/slice_0116_mask.npy,day20,case101,116,False,-1,True,-1
case101/day20/slice_0113_mask.npy,day20,case101,113,False,-1,True,-1
case101/day20/slice_0115_mask.npy,day20,case101,115,False,-1,True,-1
case101/day20/slice_0064_mask.npy,day20,case101,64,False,-1,True,-1
case101/day20/slice_0062_mask.npy,day20,case101,62,False,-1,True,-1
case101/day20/slice_0065_mask.npy,day20,case101,65,False,-1,True,-1
case101/day20/slice_0061_mask.npy,day20,case101,61,False,-1,True,-1
case101/day20/slice_0117_mask.npy,day20,case101,117,False,-1,True,-1
case101/day20/slice_0063_mask.npy,day20,case101,63,False,-1,True,-1
case101/day20/slice_0119_mask.npy,day20,case101,119,False,-1,True,-1
case101/day20/slice_0114_mask.npy,day20,case101,114,False,-1,True,-1
case101/day20/slice_0118_mask.npy,day20,case101,118,False,-1,True,-1
case101/day20/slice_0112_mask.npy,day20,case101,112,False,-1,True,-1
case101/day26/slice_0062_mask.npy,day26,case101,62,False,-1,True,-1
case101/day26/slice_0061_mask.npy,day26,case101,61,False,-1,True,-1
case101/day26/slice_0063_mask.npy,day26,case101,63,False,-1,True,-1
case101/day22/slice_0061_mask.npy,day22,case101,61,False,-1,True,-1
case101/day32/slice_0061_mask.npy,day32,case101,61,False,-1,True,-1
case49/day0/slice_0116_mask.npy,day0,case49,116,False,-1,True,-1
case49/day0/slice_0104_mask.npy,day0,case49,104,False,-1,True,-1
case49/day0/slice_0097_mask.npy,day0,case49,97,False,-1,True,-1
case49/day0/slice_0113_mask.npy,day0,case49,113,False,-1,True,-1
case49/day0/slice_0110_mask.npy,day0,case49,110,False,-1,True,-1
case49/day0/slice_0095_mask.npy,day0,case49,95,False,-1,True,-1
case49/day0/slice_0115_mask.npy,day0,case49,115,False,-1,True,-1
case49/day0/slice_0111_mask.npy,day0,case49,111,False,-1,True,-1
case49/day0/slice_0101_mask.npy,day0,case49,101,False,-1,True,-1
case49/day0/slice_0103_mask.npy,day0,case49,103,False,-1,True,-1
case49/day0/slice_0102_mask.npy,day0,case49,102,False,-1,True,-1
case49/day0/slice_0099_mask.npy,day0,case49,99,False,-1,True,-1
case49/day0/slice_0117_mask.npy,day0,case49,117,False,-1,True,-1
case49/day0/slice_0109_mask.npy,day0,case49,109,False,-1,True,-1
case49/day0/slice_0106_mask.npy,day0,case49,106,False,-1,True,-1
case49/day0/slice_0119_mask.npy,day0,case49,119,False,-1,True,-1
case49/day0/slice_0098_mask.npy,day0,case49,98,False,-1,True,-1
case49/day0/slice_0105_mask.npy,day0,case49,105,False,-1,True,-1
case49/day0/slice_0114_mask.npy,day0,case49,114,False,-1,True,-1
case49/day0/slice_0108_mask.npy,day0,case49,108,False,-1,True,-1
case49/day0/slice_0118_mask.npy,day0,case49,118,False,-1,True,-1
case49/day0/slice_0096_mask.npy,day0,case49,96,False,-1,True,-1
case49/day0/slice_0100_mask.npy,day0,case49,100,False,-1,True,-1
case49/day0/slice_0107_mask.npy,day0,case49,107,False,-1,True,-1
case49/day0/slice_0112_mask.npy,day0,case49,112,False,-1,True,-1
case49/day15/slice_0116_mask.npy,day15,case49,116,False,-1,True,-1
case49/day15/slice_0113_mask.npy,day15,case49,113,False,-1,True,-1
case49/day15/slice_0115_mask.npy,day15,case49,115,False,-1,True,-1
case49/day15/slice_0111_mask.npy,day15,case49,111,False,-1,True,-1
case49/day15/slice_0117_mask.npy,day15,case49,117,False,-1,True,-1
case49/day15/slice_0119_mask.npy,day15,case49,119,False,-1,True,-1
case49/day15/slice_0114_mask.npy,day15,case49,114,False,-1,True,-1
case49/day15/slice_0118_mask.npy,day15,case49,118,False,-1,True,-1
case49/day15/slice_0112_mask.npy,day15,case49,112,False,-1,True,-1
case49/day13/slice_0116_mask.npy,day13,case49,116,False,-1,True,-1
case49/day13/slice_0113_mask.npy,day13,case49,113,False,-1,True,-1
case49/day13/slice_0110_mask.npy,day13,case49,110,False,-1,True,-1
case49/day13/slice_0115_mask.npy,day13,case49,115,False,-1,True,-1
case49/day13/slice_0111_mask.npy,day13,case49,111,False,-1,True,-1
case49/day13/slice_0117_mask.npy,day13,case49,117,False,-1,True,-1
case49/day13/slice_0109_mask.npy,day13,case49,109,False,-1,True,-1
case49/day13/slice_0119_mask.npy,day13,case49,119,False,-1,True,-1
