mask,day,case,slice,fold,has_ann,slice_max
case156/day10/slice_0012_mask.npy,day10,case156,12,0,False,144
case156/day10/slice_0026_mask.npy,day10,case156,26,0,False,144
case156/day10/slice_0039_mask.npy,day10,case156,39,0,False,144
case156/day10/slice_0030_mask.npy,day10,case156,30,0,False,144
case156/day10/slice_0014_mask.npy,day10,case156,14,0,False,144
case156/day10/slice_0060_mask.npy,day10,case156,60,0,False,144
case156/day10/slice_0041_mask.npy,day10,case156,41,0,False,144
case156/day10/slice_0027_mask.npy,day10,case156,27,0,False,144
case156/day10/slice_0054_mask.npy,day10,case156,54,0,False,144
case156/day10/slice_0019_mask.npy,day10,case156,19,0,False,144
case156/day10/slice_0008_mask.npy,day10,case156,8,0,False,144
case156/day10/slice_0011_mask.npy,day10,case156,11,0,False,144
case156/day10/slice_0046_mask.npy,day10,case156,46,0,False,144
case156/day10/slice_0044_mask.npy,day10,case156,44,0,False,144
case156/day10/slice_0009_mask.npy,day10,case156,9,0,False,144
case156/day10/slice_0144_mask.npy,day10,case156,144,0,False,144
case156/day10/slice_0034_mask.npy,day10,case156,34,0,False,144
case156/day10/slice_0004_mask.npy,day10,case156,4,0,False,144
case156/day10/slice_0058_mask.npy,day10,case156,58,0,False,144
case156/day10/slice_0048_mask.npy,day10,case156,48,0,False,144
case156/day10/slice_0045_mask.npy,day10,case156,45,0,False,144
case156/day10/slice_0010_mask.npy,day10,case156,10,0,False,144
case156/day10/slice_0013_mask.npy,day10,case156,13,0,False,144
case156/day10/slice_0056_mask.npy,day10,case156,56,0,False,144
case156/day10/slice_0018_mask.npy,day10,case156,18,0,False,144
case156/day10/slice_0024_mask.npy,day10,case156,24,0,False,144
case156/day10/slice_0037_mask.npy,day10,case156,37,0,False,144
case156/day10/slice_0015_mask.npy,day10,case156,15,0,False,144
case156/day10/slice_0042_mask.npy,day10,case156,42,0,False,144
case156/day10/slice_0029_mask.npy,day10,case156,29,0,False,144
case156/day0/slice_0055_mask.npy,day0,case156,55,0,False,144
case156/day0/slice_0053_mask.npy,day0,case156,53,0,False,144
case156/day0/slice_0022_mask.npy,day0,case156,22,0,False,144
case156/day0/slice_0032_mask.npy,day0,case156,32,0,False,144
case156/day0/slice_0140_mask.npy,day0,case156,140,0,False,144
case156/day0/slice_0020_mask.npy,day0,case156,20,0,False,144
case156/day0/slice_0017_mask.npy,day0,case156,17,0,False,144
case156/day0/slice_0127_mask.npy,day0,case156,127,0,False,144
case156/day0/slice_0124_mask.npy,day0,case156,124,0,False,144
case156/day0/slice_0131_mask.npy,day0,case156,131,0,False,144
case156/day0/slice_0043_mask.npy,day0,case156,43,0,False,144
case156/day0/slice_0001_mask.npy,day0,case156,1,0,False,144
case156/day0/slice_0023_mask.npy,day0,case156,23,0,False,144
case156/day0/slice_0049_mask.npy,day0,case156,49,0,False,144
case156/day0/slice_0051_mask.npy,day0,case156,51,0,False,144
case156/day0/slice_0035_mask.npy,day0,case156,35,0,False,144
case156/day0/slice_0040_mask.npy,day0,case156,40,0,False,144
case156/day0/slice_0136_mask.npy,day0,case156,136,0,False,144
case156/day0/slice_0033_mask.npy,day0,case156,33,0,False,144
case156/day0/slice_0123_mask.npy,day0,case156,123,0,False,144
case156/day0/slice_0031_mask.npy,day0,case156,31,0,False,144
case156/day0/slice_0016_mask.npy,day0,case156,16,0,False,144
case156/day0/slice_0006_mask.npy,day0,case156,6,0,False,144
case156/day0/slice_0005_mask.npy,day0,case156,5,0,False,144
case156/day0/slice_0025_mask.npy,day0,case156,25,0,False,144
case156/day0/slice_0028_mask.npy,day0,case156,28,0,False,144
case156/day0/slice_0007_mask.npy,day0,case156,7,0,False,144
case156/day0/slice_0036_mask.npy,day0,case156,36,0,False,144
case156/day0/slice_0002_mask.npy,day0,case156,2,0,False,144
case156/day0/slice_0132_mask.npy,day0,case156,132,0,False,144
case156/day0/slice_0130_mask.npy,day0,case156,130,0,False,144
case156/day0/slice_0121_mask.npy,day0,case156,121,0,False,144
case156/day0/slice_0129_mask.npy,day0,case156,129,0,False,144
case156/day0/slice_0052_mask.npy,day0,case156,52,0,False,144
case156/day0/slice_0125_mask.npy,day0,case156,125,0,False,144
case156/day0/slice_0050_mask.npy,day0,case156,50,0,False,144
case156/day0/slice_0047_mask.npy,day0,case156,47,0,False,144
case156/day0/slice_0021_mask.npy,day0,case156,21,0,False,144
case156/day0/slice_0038_mask.npy,day0,case156,38,0,False,144
case156/day0/slice_0003_mask.npy,day0,case156,3,0,False,144
case156/day0/slice_0133_mask.npy,day0,case156,133,0,False,144
case156/day0/slice_0142_mask.npy,day0,case156,142,0,False,144
case156/day0/slice_0012_mask.npy,day0,case156,12,0,False,144
case156/day0/slice_0026_mask.npy,day0,case156,26,0,False,144
case156/day0/slice_0122_mask.npy,day0,case156,122,0,False,144
case156/day0/slice_0039_mask.npy,day0,case156,39,0,False,144
case156/day0/slice_0030_mask.npy,day0,case156,30,0,False,144
case156/day0/slice_0134_mask.npy,day0,case156,134,0,False,144
case156/day0/slice_0014_mask.npy,day0,case156,14,0,False,144
case156/day0/slice_0041_mask.npy,day0,case156,41,0,False,144
case156/day0/slice_0143_mask.npy,day0,case156,143,0,False,144
case156/day0/slice_0027_mask.npy,day0,case156,27,0,False,144
case156/day0/slice_0054_mask.npy,day0,case156,54,0,False,144
case156/day0/slice_0019_mask.npy,day0,case156,19,0,False,144
case156/day0/slice_0008_mask.npy,day0,case156,8,0,False,144
case156/day0/slice_0011_mask.npy,day0,case156,11,0,False,144
case156/day0/slice_0046_mask.npy,day0,case156,46,0,False,144
case156/day0/slice_0044_mask.npy,day0,case156,44,0,False,144
case156/day0/slice_0009_mask.npy,day0,case156,9,0,False,144
case156/day0/slice_0144_mask.npy,day0,case156,144,0,False,144
case156/day0/slice_0034_mask.npy,day0,case156,34,0,False,144
case156/day0/slice_0138_mask.npy,day0,case156,138,0,False,144
case156/day0/slice_0135_mask.npy,day0,case156,135,0,False,144
case156/day0/slice_0004_mask.npy,day0,case156,4,0,False,144
case156/day0/slice_0048_mask.npy,day0,case156,48,0,False,144
case156/day0/slice_0045_mask.npy,day0,case156,45,0,False,144
case156/day0/slice_0126_mask.npy,day0,case156,126,0,False,144
case156/day0/slice_0010_mask.npy,day0,case156,10,0,False,144
case156/day0/slice_0013_mask.npy,day0,case156,13,0,False,144
case156/day0/slice_0120_mask.npy,day0,case156,120,0,False,144
case156/day0/slice_0139_mask.npy,day0,case156,139,0,False,144
case156/day0/slice_0056_mask.npy,day0,case156,56,0,False,144
case156/day0/slice_0018_mask.npy,day0,case156,18,0,False,144
case156/day0/slice_0137_mask.npy,day0,case156,137,0,False,144
case156/day0/slice_0024_mask.npy,day0,case156,24,0,False,144
case156/day0/slice_0037_mask.npy,day0,case156,37,0,False,144
case156/day0/slice_0141_mask.npy,day0,case156,141,0,False,144
case156/day0/slice_0128_mask.npy,day0,case156,128,0,False,144
case156/day0/slice_0015_mask.npy,day0,case156,15,0,False,144
case156/day0/slice_0042_mask.npy,day0,case156,42,0,False,144
case156/day0/slice_0029_mask.npy,day0,case156,29,0,False,144
case156/day11/slice_0055_mask.npy,day11,case156,55,0,False,144
case156/day11/slice_0053_mask.npy,day11,case156,53,0,False,144
case156/day11/slice_0022_mask.npy,day11,case156,22,0,False,144
case156/day11/slice_0032_mask.npy,day11,case156,32,0,False,144
case156/day11/slice_0140_mask.npy,day11,case156,140,0,False,144
case156/day11/slice_0020_mask.npy,day11,case156,20,0,False,144
case156/day11/slice_0017_mask.npy,day11,case156,17,0,False,144
case156/day11/slice_0127_mask.npy,day11,case156,127,0,False,144
case156/day11/slice_0131_mask.npy,day11,case156,131,0,False,144
case156/day11/slice_0043_mask.npy,day11,case156,43,0,False,144
case156/day11/slice_0059_mask.npy,day11,case156,59,0,False,144
case156/day11/slice_0001_mask.npy,day11,case156,1,0,False,144
case156/day11/slice_0023_mask.npy,day11,case156,23,0,False,144
case156/day11/slice_0049_mask.npy,day11,case156,49,0,False,144
case156/day11/slice_0051_mask.npy,day11,case156,51,0,False,144
case156/day11/slice_0035_mask.npy,day11,case156,35,0,False,144
case156/day11/slice_0040_mask.npy,day11,case156,40,0,False,144
case156/day11/slice_0136_mask.npy,day11,case156,136,0,False,144
case156/day11/slice_0033_mask.npy,day11,case156,33,0,False,144
case156/day11/slice_0031_mask.npy,day11,case156,31,0,False,144
case156/day11/slice_0016_mask.npy,day11,case156,16,0,False,144
case156/day11/slice_0006_mask.npy,day11,case156,6,0,False,144
case156/day11/slice_0005_mask.npy,day11,case156,5,0,False,144
case156/day11/slice_0025_mask.npy,day11,case156,25,0,False,144
case156/day11/slice_0028_mask.npy,day11,case156,28,0,False,144
case156/day11/slice_0007_mask.npy,day11,case156,7,0,False,144
case156/day11/slice_0036_mask.npy,day11,case156,36,0,False,144
case156/day11/slice_0002_mask.npy,day11,case156,2,0,False,144
case156/day11/slice_0132_mask.npy,day11,case156,132,0,False,144
case156/day11/slice_0130_mask.npy,day11,case156,130,0,False,144
case156/day11/slice_0129_mask.npy,day11,case156,129,0,False,144
case156/day11/slice_0052_mask.npy,day11,case156,52,0,False,144
case156/day11/slice_0050_mask.npy,day11,case156,50,0,False,144
case156/day11/slice_0047_mask.npy,day11,case156,47,0,False,144
case156/day11/slice_0057_mask.npy,day11,case156,57,0,False,144
case156/day11/slice_0021_mask.npy,day11,case156,21,0,False,144
case156/day11/slice_0038_mask.npy,day11,case156,38,0,False,144
case156/day11/slice_0003_mask.npy,day11,case156,3,0,False,144
case156/day11/slice_0133_mask.npy,day11,case156,133,0,False,144
case156/day11/slice_0142_mask.npy,day11,case156,142,0,False,144
case156/day11/slice_0012_mask.npy,day11,case156,12,0,False,144
case156/day11/slice_0026_mask.npy,day11,case156,26,0,False,144
case156/day11/slice_0039_mask.npy,day11,case156,39,0,False,144
case156/day11/slice_0030_mask.npy,day11,case156,30,0,False,144
case156/day11/slice_0134_mask.npy,day11,case156,134,0,False,144
case156/day11/slice_0014_mask.npy,day11,case156,14,0,False,144
case156/day11/slice_0060_mask.npy,day11,case156,60,0,False,144
case156/day11/slice_0041_mask.npy,day11,case156,41,0,False,144
case156/day11/slice_0143_mask.npy,day11,case156,143,0,False,144
case156/day11/slice_0027_mask.npy,day11,case156,27,0,False,144
case156/day11/slice_0054_mask.npy,day11,case156,54,0,False,144
case156/day11/slice_0019_mask.npy,day11,case156,19,0,False,144
case156/day11/slice_0008_mask.npy,day11,case156,8,0,False,144
case156/day11/slice_0011_mask.npy,day11,case156,11,0,False,144
case156/day11/slice_0046_mask.npy,day11,case156,46,0,False,144
case156/day11/slice_0044_mask.npy,day11,case156,44,0,False,144
case156/day11/slice_0009_mask.npy,day11,case156,9,0,False,144
case156/day11/slice_0144_mask.npy,day11,case156,144,0,False,144
case156/day11/slice_0034_mask.npy,day11,case156,34,0,False,144
case156/day11/slice_0138_mask.npy,day11,case156,138,0,False,144
case156/day11/slice_0135_mask.npy,day11,case156,135,0,False,144
case156/day11/slice_0004_mask.npy,day11,case156,4,0,False,144
case156/day11/slice_0058_mask.npy,day11,case156,58,0,False,144
case156/day11/slice_0048_mask.npy,day11,case156,48,0,False,144
case156/day11/slice_0045_mask.npy,day11,case156,45,0,False,144
case156/day11/slice_0010_mask.npy,day11,case156,10,0,False,144
case156/day11/slice_0013_mask.npy,day11,case156,13,0,False,144
case156/day11/slice_0139_mask.npy,day11,case156,139,0,False,144
case156/day11/slice_0056_mask.npy,day11,case156,56,0,False,144
case156/day11/slice_0018_mask.npy,day11,case156,18,0,False,144
case156/day11/slice_0137_mask.npy,day11,case156,137,0,False,144
case156/day11/slice_0024_mask.npy,day11,case156,24,0,False,144
case156/day11/slice_0037_mask.npy,day11,case156,37,0,False,144
case156/day11/slice_0141_mask.npy,day11,case156,141,0,False,144
case156/day11/slice_0015_mask.npy,day11,case156,15,0,False,144
case156/day11/slice_0042_mask.npy,day11,case156,42,0,False,144
case156/day11/slice_0029_mask.npy,day11,case156,29,0,False,144
case32/day17/slice_0055_mask.npy,day17,case32,55,0,False,144
case32/day17/slice_0053_mask.npy,day17,case32,53,0,False,144
case32/day17/slice_0022_mask.npy,day17,case32,22,0,False,144
case32/day17/slice_0032_mask.npy,day17,case32,32,0,False,144
case32/day17/slice_0140_mask.npy,day17,case32,140,0,False,144
case32/day17/slice_0020_mask.npy,day17,case32,20,0,False,144
case32/day17/slice_0017_mask.npy,day17,case32,17,0,False,144
case32/day17/slice_0127_mask.npy,day17,case32,127,0,False,144
case32/day17/slice_0131_mask.npy,day17,case32,131,0,False,144
case32/day17/slice_0043_mask.npy,day17,case32,43,0,False,144
case32/day17/slice_0059_mask.npy,day17,case32,59,0,False,144
case32/day17/slice_0001_mask.npy,day17,case32,1,0,False,144
case32/day17/slice_0023_mask.npy,day17,case32,23,0,False,144
case32/day17/slice_0049_mask.npy,day17,case32,49,0,False,144
case32/day17/slice_0051_mask.npy,day17,case32,51,0,False,144
case32/day17/slice_0035_mask.npy,day17,case32,35,0,False,144
case32/day17/slice_0040_mask.npy,day17,case32,40,0,False,144
case32/day17/slice_0136_mask.npy,day17,case32,136,0,False,144
case32/day17/slice_0033_mask.npy,day17,case32,33,0,False,144
case32/day17/slice_0031_mask.npy,day17,case32,31,0,False,144
case32/day17/slice_0016_mask.npy,day17,case32,16,0,False,144
case32/day17/slice_0006_mask.npy,day17,case32,6,0,False,144
case32/day17/slice_0005_mask.npy,day17,case32,5,0,False,144
case32/day17/slice_0025_mask.npy,day17,case32,25,0,False,144
case32/day17/slice_0028_mask.npy,day17,case32,28,0,False,144
case32/day17/slice_0007_mask.npy,day17,case32,7,0,False,144
case32/day17/slice_0036_mask.npy,day17,case32,36,0,False,144
case32/day17/slice_0002_mask.npy,day17,case32,2,0,False,144
case32/day17/slice_0132_mask.npy,day17,case32,132,0,False,144
case32/day17/slice_0130_mask.npy,day17,case32,130,0,False,144
case32/day17/slice_0129_mask.npy,day17,case32,129,0,False,144
case32/day17/slice_0052_mask.npy,day17,case32,52,0,False,144
case32/day17/slice_0125_mask.npy,day17,case32,125,0,False,144
case32/day17/slice_0050_mask.npy,day17,case32,50,0,False,144
case32/day17/slice_0047_mask.npy,day17,case32,47,0,False,144
case32/day17/slice_0057_mask.npy,day17,case32,57,0,False,144
case32/day17/slice_0021_mask.npy,day17,case32,21,0,False,144
case32/day17/slice_0038_mask.npy,day17,case32,38,0,False,144
case32/day17/slice_0003_mask.npy,day17,case32,3,0,False,144
case32/day17/slice_0133_mask.npy,day17,case32,133,0,False,144
case32/day17/slice_0142_mask.npy,day17,case32,142,0,False,144
case32/day17/slice_0012_mask.npy,day17,case32,12,0,False,144
case32/day17/slice_0026_mask.npy,day17,case32,26,0,False,144
case32/day17/slice_0039_mask.npy,day17,case32,39,0,False,144
case32/day17/slice_0030_mask.npy,day17,case32,30,0,False,144
case32/day17/slice_0134_mask.npy,day17,case32,134,0,False,144
case32/day17/slice_0014_mask.npy,day17,case32,14,0,False,144
case32/day17/slice_0060_mask.npy,day17,case32,60,0,False,144
case32/day17/slice_0041_mask.npy,day17,case32,41,0,False,144
case32/day17/slice_0143_mask.npy,day17,case32,143,0,False,144
case32/day17/slice_0027_mask.npy,day17,case32,27,0,False,144
case32/day17/slice_0054_mask.npy,day17,case32,54,0,False,144
case32/day17/slice_0019_mask.npy,day17,case32,19,0,False,144
case32/day17/slice_0008_mask.npy,day17,case32,8,0,False,144
case32/day17/slice_0011_mask.npy,day17,case32,11,0,False,144
case32/day17/slice_0046_mask.npy,day17,case32,46,0,False,144
case32/day17/slice_0044_mask.npy,day17,case32,44,0,False,144
case32/day17/slice_0009_mask.npy,day17,case32,9,0,False,144
case32/day17/slice_0144_mask.npy,day17,case32,144,0,False,144
case32/day17/slice_0034_mask.npy,day17,case32,34,0,False,144
case32/day17/slice_0138_mask.npy,day17,case32,138,0,False,144
case32/day17/slice_0135_mask.npy,day17,case32,135,0,False,144
case32/day17/slice_0004_mask.npy,day17,case32,4,0,False,144
case32/day17/slice_0058_mask.npy,day17,case32,58,0,False,144
case32/day17/slice_0048_mask.npy,day17,case32,48,0,False,144
case32/day17/slice_0045_mask.npy,day17,case32,45,0,False,144
case32/day17/slice_0126_mask.npy,day17,case32,126,0,False,144
case32/day17/slice_0010_mask.npy,day17,case32,10,0,False,144
case32/day17/slice_0013_mask.npy,day17,case32,13,0,False,144
case32/day17/slice_0139_mask.npy,day17,case32,139,0,False,144
case32/day17/slice_0056_mask.npy,day17,case32,56,0,False,144
case32/day17/slice_0018_mask.npy,day17,case32,18,0,False,144
case32/day17/slice_0137_mask.npy,day17,case32,137,0,False,144
case32/day17/slice_0024_mask.npy,day17,case32,24,0,False,144
case32/day17/slice_0037_mask.npy,day17,case32,37,0,False,144
case32/day17/slice_0141_mask.npy,day17,case32,141,0,False,144
case32/day17/slice_0128_mask.npy,day17,case32,128,0,False,144
case32/day17/slice_0015_mask.npy,day17,case32,15,0,False,144
case32/day17/slice_0042_mask.npy,day17,case32,42,0,False,144
case32/day17/slice_0029_mask.npy,day17,case32,29,0,False,144
case32/day19/slice_0055_mask.npy,day19,case32,55,0,False,144
case32/day19/slice_0053_mask.npy,day19,case32,53,0,False,144
case32/day19/slice_0022_mask.npy,day19,case32,22,0,False,144
case32/day19/slice_0032_mask.npy,day19,case32,32,0,False,144
case32/day19/slice_0140_mask.npy,day19,case32,140,0,False,144
case32/day19/slice_0020_mask.npy,day19,case32,20,0,False,144
case32/day19/slice_0017_mask.npy,day19,case32,17,0,False,144
case32/day19/slice_0127_mask.npy,day19,case32,127,0,False,144
case32/day19/slice_0124_mask.npy,day19,case32,124,0,False,144
case32/day19/slice_0131_mask.npy,day19,case32,131,0,False,144
case32/day19/slice_0043_mask.npy,day19,case32,43,0,False,144
case32/day19/slice_0059_mask.npy,day19,case32,59,0,False,144
case32/day19/slice_0001_mask.npy,day19,case32,1,0,False,144
case32/day19/slice_0023_mask.npy,day19,case32,23,0,False,144
case32/day19/slice_0049_mask.npy,day19,case32,49,0,False,144
case32/day19/slice_0051_mask.npy,day19,case32,51,0,False,144
case32/day19/slice_0035_mask.npy,day19,case32,35,0,False,144
case32/day19/slice_0040_mask.npy,day19,case32,40,0,False,144
case32/day19/slice_0136_mask.npy,day19,case32,136,0,False,144
case32/day19/slice_0033_mask.npy,day19,case32,33,0,False,144
case32/day19/slice_0123_mask.npy,day19,case32,123,0,False,144
case32/day19/slice_0031_mask.npy,day19,case32,31,0,False,144
case32/day19/slice_0016_mask.npy,day19,case32,16,0,False,144
case32/day19/slice_0006_mask.npy,day19,case32,6,0,False,144
case32/day19/slice_0005_mask.npy,day19,case32,5,0,False,144
case32/day19/slice_0025_mask.npy,day19,case32,25,0,False,144
case32/day19/slice_0028_mask.npy,day19,case32,28,0,False,144
case32/day19/slice_0007_mask.npy,day19,case32,7,0,False,144
case32/day19/slice_0036_mask.npy,day19,case32,36,0,False,144
case32/day19/slice_0002_mask.npy,day19,case32,2,0,False,144
case32/day19/slice_0132_mask.npy,day19,case32,132,0,False,144
case32/day19/slice_0130_mask.npy,day19,case32,130,0,False,144
case32/day19/slice_0129_mask.npy,day19,case32,129,0,False,144
case32/day19/slice_0052_mask.npy,day19,case32,52,0,False,144
case32/day19/slice_0125_mask.npy,day19,case32,125,0,False,144
case32/day19/slice_0050_mask.npy,day19,case32,50,0,False,144
case32/day19/slice_0047_mask.npy,day19,case32,47,0,False,144
case32/day19/slice_0057_mask.npy,day19,case32,57,0,False,144
case32/day19/slice_0021_mask.npy,day19,case32,21,0,False,144
case32/day19/slice_0038_mask.npy,day19,case32,38,0,False,144
case32/day19/slice_0003_mask.npy,day19,case32,3,0,False,144
case32/day19/slice_0133_mask.npy,day19,case32,133,0,False,144
case32/day19/slice_0142_mask.npy,day19,case32,142,0,False,144
case32/day19/slice_0012_mask.npy,day19,case32,12,0,False,144
case32/day19/slice_0026_mask.npy,day19,case32,26,0,False,144
case32/day19/slice_0039_mask.npy,day19,case32,39,0,False,144
case32/day19/slice_0030_mask.npy,day19,case32,30,0,False,144
case32/day19/slice_0134_mask.npy,day19,case32,134,0,False,144
case32/day19/slice_0014_mask.npy,day19,case32,14,0,False,144
case32/day19/slice_0060_mask.npy,day19,case32,60,0,False,144
case32/day19/slice_0041_mask.npy,day19,case32,41,0,False,144
case32/day19/slice_0143_mask.npy,day19,case32,143,0,False,144
case32/day19/slice_0027_mask.npy,day19,case32,27,0,False,144
case32/day19/slice_0054_mask.npy,day19,case32,54,0,False,144
case32/day19/slice_0019_mask.npy,day19,case32,19,0,False,144
case32/day19/slice_0008_mask.npy,day19,case32,8,0,False,144
case32/day19/slice_0011_mask.npy,day19,case32,11,0,False,144
case32/day19/slice_0046_mask.npy,day19,case32,46,0,False,144
case32/day19/slice_0044_mask.npy,day19,case32,44,0,False,144
case32/day19/slice_0009_mask.npy,day19,case32,9,0,False,144
case32/day19/slice_0144_mask.npy,day19,case32,144,0,False,144
case32/day19/slice_0034_mask.npy,day19,case32,34,0,False,144
case32/day19/slice_0138_mask.npy,day19,case32,138,0,False,144
case32/day19/slice_0135_mask.npy,day19,case32,135,0,False,144
case32/day19/slice_0004_mask.npy,day19,case32,4,0,False,144
case32/day19/slice_0058_mask.npy,day19,case32,58,0,False,144
case32/day19/slice_0048_mask.npy,day19,case32,48,0,False,144
case32/day19/slice_0045_mask.npy,day19,case32,45,0,False,144
case32/day19/slice_0126_mask.npy,day19,case32,126,0,False,144
case32/day19/slice_0010_mask.npy,day19,case32,10,0,False,144
case32/day19/slice_0013_mask.npy,day19,case32,13,0,False,144
case32/day19/slice_0139_mask.npy,day19,case32,139,0,False,144
case32/day19/slice_0056_mask.npy,day19,case32,56,0,False,144
case32/day19/slice_0018_mask.npy,day19,case32,18,0,False,144
case32/day19/slice_0137_mask.npy,day19,case32,137,0,False,144
case32/day19/slice_0024_mask.npy,day19,case32,24,0,False,144
case32/day19/slice_0037_mask.npy,day19,case32,37,0,False,144
case32/day19/slice_0141_mask.npy,day19,case32,141,0,False,144
case32/day19/slice_0128_mask.npy,day19,case32,128,0,False,144
case32/day19/slice_0015_mask.npy,day19,case32,15,0,False,144
case32/day19/slice_0042_mask.npy,day19,case32,42,0,False,144
case32/day19/slice_0029_mask.npy,day19,case32,29,0,False,144
case32/day20/slice_0055_mask.npy,day20,case32,55,0,False,144
case32/day20/slice_0053_mask.npy,day20,case32,53,0,False,144
case32/day20/slice_0022_mask.npy,day20,case32,22,0,False,144
case32/day20/slice_0032_mask.npy,day20,case32,32,0,False,144
case32/day20/slice_0140_mask.npy,day20,case32,140,0,False,144
case32/day20/slice_0020_mask.npy,day20,case32,20,0,False,144
case32/day20/slice_0017_mask.npy,day20,case32,17,0,False,144
case32/day20/slice_0127_mask.npy,day20,case32,127,0,False,144
case32/day20/slice_0124_mask.npy,day20,case32,124,0,False,144
case32/day20/slice_0131_mask.npy,day20,case32,131,0,False,144
case32/day20/slice_0043_mask.npy,day20,case32,43,0,False,144
case32/day20/slice_0059_mask.npy,day20,case32,59,0,False,144
case32/day20/slice_0001_mask.npy,day20,case32,1,0,False,144
case32/day20/slice_0023_mask.npy,day20,case32,23,0,False,144
case32/day20/slice_0049_mask.npy,day20,case32,49,0,False,144
case32/day20/slice_0051_mask.npy,day20,case32,51,0,False,144
case32/day20/slice_0035_mask.npy,day20,case32,35,0,False,144
case32/day20/slice_0040_mask.npy,day20,case32,40,0,False,144
case32/day20/slice_0136_mask.npy,day20,case32,136,0,False,144
case32/day20/slice_0033_mask.npy,day20,case32,33,0,False,144
case32/day20/slice_0031_mask.npy,day20,case32,31,0,False,144
case32/day20/slice_0016_mask.npy,day20,case32,16,0,False,144
case32/day20/slice_0006_mask.npy,day20,case32,6,0,False,144
case32/day20/slice_0005_mask.npy,day20,case32,5,0,False,144
case32/day20/slice_0025_mask.npy,day20,case32,25,0,False,144
case32/day20/slice_0028_mask.npy,day20,case32,28,0,False,144
case32/day20/slice_0007_mask.npy,day20,case32,7,0,False,144
case32/day20/slice_0036_mask.npy,day20,case32,36,0,False,144
case32/day20/slice_0002_mask.npy,day20,case32,2,0,False,144
case32/day20/slice_0132_mask.npy,day20,case32,132,0,False,144
case32/day20/slice_0130_mask.npy,day20,case32,130,0,False,144
case32/day20/slice_0129_mask.npy,day20,case32,129,0,False,144
case32/day20/slice_0052_mask.npy,day20,case32,52,0,False,144
case32/day20/slice_0125_mask.npy,day20,case32,125,0,False,144
case32/day20/slice_0050_mask.npy,day20,case32,50,0,False,144
case32/day20/slice_0047_mask.npy,day20,case32,47,0,False,144
case32/day20/slice_0057_mask.npy,day20,case32,57,0,False,144
case32/day20/slice_0021_mask.npy,day20,case32,21,0,False,144
case32/day20/slice_0038_mask.npy,day20,case32,38,0,False,144
case32/day20/slice_0003_mask.npy,day20,case32,3,0,False,144
case32/day20/slice_0133_mask.npy,day20,case32,133,0,False,144
case32/day20/slice_0142_mask.npy,day20,case32,142,0,False,144
case32/day20/slice_0012_mask.npy,day20,case32,12,0,False,144
case32/day20/slice_0026_mask.npy,day20,case32,26,0,False,144
case32/day20/slice_0039_mask.npy,day20,case32,39,0,False,144
case32/day20/slice_0030_mask.npy,day20,case32,30,0,False,144
case32/day20/slice_0134_mask.npy,day20,case32,134,0,False,144
case32/day20/slice_0014_mask.npy,day20,case32,14,0,False,144
case32/day20/slice_0060_mask.npy,day20,case32,60,0,False,144
case32/day20/slice_0041_mask.npy,day20,case32,41,0,False,144
case32/day20/slice_0143_mask.npy,day20,case32,143,0,False,144
case32/day20/slice_0027_mask.npy,day20,case32,27,0,False,144
case32/day20/slice_0054_mask.npy,day20,case32,54,0,False,144
case32/day20/slice_0019_mask.npy,day20,case32,19,0,False,144
case32/day20/slice_0008_mask.npy,day20,case32,8,0,False,144
