mask,day,case,slice,fold,has_ann,slice_max
case156/day0/slice_0096_mask.npy,day0,case156,96,0,True,144
case156/day0/slice_0066_mask.npy,day0,case156,66,0,True,144
case156/day0/slice_0101_mask.npy,day0,case156,101,0,True,144
case156/day0/slice_0099_mask.npy,day0,case156,99,0,True,144
case156/day0/slice_0095_mask.npy,day0,case156,95,0,True,144
case156/day0/slice_0057_mask.npy,day0,case156,57,0,True,144
case156/day0/slice_0068_mask.npy,day0,case156,68,0,True,144
case156/day0/slice_0082_mask.npy,day0,case156,82,0,True,144
case156/day0/slice_0060_mask.npy,day0,case156,60,0,True,144
case156/day0/slice_0093_mask.npy,day0,case156,93,0,True,144
case156/day0/slice_0075_mask.npy,day0,case156,75,0,True,144
case156/day0/slice_0091_mask.npy,day0,case156,91,0,True,144
case156/day0/slice_0070_mask.npy,day0,case156,70,0,True,144
case156/day0/slice_0074_mask.npy,day0,case156,74,0,True,144
case156/day0/slice_0097_mask.npy,day0,case156,97,0,True,144
case156/day0/slice_0107_mask.npy,day0,case156,107,0,True,144
case156/day0/slice_0094_mask.npy,day0,case156,94,0,True,144
case156/day0/slice_0076_mask.npy,day0,case156,76,0,True,144
case156/day0/slice_0083_mask.npy,day0,case156,83,0,True,144
case156/day0/slice_0061_mask.npy,day0,case156,61,0,True,144
case156/day0/slice_0072_mask.npy,day0,case156,72,0,True,144
case156/day0/slice_0063_mask.npy,day0,case156,63,0,True,144
case156/day0/slice_0103_mask.npy,day0,case156,103,0,True,144
case156/day0/slice_0104_mask.npy,day0,case156,104,0,True,144
case156/day11/slice_0113_mask.npy,day11,case156,113,0,True,144
case156/day11/slice_0092_mask.npy,day11,case156,92,0,True,144
case156/day11/slice_0110_mask.npy,day11,case156,110,0,True,144
case156/day11/slice_0081_mask.npy,day11,case156,81,0,True,144
case156/day11/slice_0118_mask.npy,day11,case156,118,0,True,144
case156/day11/slice_0080_mask.npy,day11,case156,80,0,True,144
case156/day11/slice_0102_mask.npy,day11,case156,102,0,True,144
case156/day11/slice_0123_mask.npy,day11,case156,123,0,True,144
case156/day11/slice_0086_mask.npy,day11,case156,86,0,True,144
case156/day11/slice_0096_mask.npy,day11,case156,96,0,True,144
case156/day11/slice_0121_mask.npy,day11,case156,121,0,True,144
case156/day11/slice_0101_mask.npy,day11,case156,101,0,True,144
case156/day11/slice_0112_mask.npy,day11,case156,112,0,True,144
case156/day11/slice_0099_mask.npy,day11,case156,99,0,True,144
case156/day11/slice_0095_mask.npy,day11,case156,95,0,True,144
case156/day11/slice_0088_mask.npy,day11,case156,88,0,True,144
case156/day11/slice_0087_mask.npy,day11,case156,87,0,True,144
case156/day11/slice_0093_mask.npy,day11,case156,93,0,True,144
case156/day11/slice_0085_mask.npy,day11,case156,85,0,True,144
case156/day11/slice_0091_mask.npy,day11,case156,91,0,True,144
case156/day11/slice_0097_mask.npy,day11,case156,97,0,True,144
case156/day11/slice_0111_mask.npy,day11,case156,111,0,True,144
case156/day11/slice_0084_mask.npy,day11,case156,84,0,True,144
case156/day11/slice_0107_mask.npy,day11,case156,107,0,True,144
case156/day11/slice_0094_mask.npy,day11,case156,94,0,True,144
case156/day11/slice_0114_mask.npy,day11,case156,114,0,True,144
case156/day11/slice_0089_mask.npy,day11,case156,89,0,True,144
case156/day11/slice_0104_mask.npy,day11,case156,104,0,True,144
case32/day17/slice_0113_mask.npy,day17,case32,113,0,True,144
case32/day17/slice_0110_mask.npy,day17,case32,110,0,True,144
case32/day17/slice_0081_mask.npy,day17,case32,81,0,True,144
case32/day17/slice_0102_mask.npy,day17,case32,102,0,True,144
case32/day17/slice_0117_mask.npy,day17,case32,117,0,True,144
case32/day17/slice_0086_mask.npy,day17,case32,86,0,True,144
case32/day17/slice_0106_mask.npy,day17,case32,106,0,True,144
case32/day17/slice_0096_mask.npy,day17,case32,96,0,True,144
case32/day17/slice_0100_mask.npy,day17,case32,100,0,True,144
case32/day17/slice_0108_mask.npy,day17,case32,108,0,True,144
case32/day17/slice_0101_mask.npy,day17,case32,101,0,True,144
case32/day17/slice_0112_mask.npy,day17,case32,112,0,True,144
case32/day17/slice_0098_mask.npy,day17,case32,98,0,True,144
case32/day17/slice_0099_mask.npy,day17,case32,99,0,True,144
case32/day17/slice_0088_mask.npy,day17,case32,88,0,True,144
case32/day17/slice_0082_mask.npy,day17,case32,82,0,True,144
case32/day17/slice_0087_mask.npy,day17,case32,87,0,True,144
case32/day17/slice_0093_mask.npy,day17,case32,93,0,True,144
case32/day17/slice_0091_mask.npy,day17,case32,91,0,True,144
case32/day17/slice_0097_mask.npy,day17,case32,97,0,True,144
case32/day17/slice_0084_mask.npy,day17,case32,84,0,True,144
case32/day17/slice_0105_mask.npy,day17,case32,105,0,True,144
case32/day17/slice_0107_mask.npy,day17,case32,107,0,True,144
case32/day17/slice_0076_mask.npy,day17,case32,76,0,True,144
case32/day17/slice_0083_mask.npy,day17,case32,83,0,True,144
case32/day17/slice_0089_mask.npy,day17,case32,89,0,True,144
case32/day17/slice_0109_mask.npy,day17,case32,109,0,True,144
case32/day17/slice_0103_mask.npy,day17,case32,103,0,True,144
case32/day17/slice_0104_mask.npy,day17,case32,104,0,True,144
case32/day19/slice_0067_mask.npy,day19,case32,67,0,True,144
case32/day19/slice_0092_mask.npy,day19,case32,92,0,True,144
case32/day19/slice_0065_mask.npy,day19,case32,65,0,True,144
case32/day19/slice_0106_mask.npy,day19,case32,106,0,True,144
case32/day19/slice_0077_mask.npy,day19,case32,77,0,True,144
case32/day19/slice_0090_mask.npy,day19,case32,90,0,True,144
case32/day19/slice_0096_mask.npy,day19,case32,96,0,True,144
case32/day19/slice_0100_mask.npy,day19,case32,100,0,True,144
case32/day19/slice_0108_mask.npy,day19,case32,108,0,True,144
case32/day19/slice_0079_mask.npy,day19,case32,79,0,True,144
case32/day19/slice_0066_mask.npy,day19,case32,66,0,True,144
case32/day19/slice_0101_mask.npy,day19,case32,101,0,True,144
case32/day19/slice_0098_mask.npy,day19,case32,98,0,True,144
case32/day19/slice_0095_mask.npy,day19,case32,95,0,True,144
case32/day19/slice_0088_mask.npy,day19,case32,88,0,True,144
case32/day19/slice_0082_mask.npy,day19,case32,82,0,True,144
case32/day19/slice_0087_mask.npy,day19,case32,87,0,True,144
case32/day19/slice_0064_mask.npy,day19,case32,64,0,True,144
case32/day19/slice_0093_mask.npy,day19,case32,93,0,True,144
case32/day19/slice_0075_mask.npy,day19,case32,75,0,True,144
case32/day19/slice_0085_mask.npy,day19,case32,85,0,True,144
case32/day19/slice_0091_mask.npy,day19,case32,91,0,True,144
case32/day19/slice_0070_mask.npy,day19,case32,70,0,True,144
case32/day19/slice_0097_mask.npy,day19,case32,97,0,True,144
case32/day19/slice_0111_mask.npy,day19,case32,111,0,True,144
case32/day19/slice_0084_mask.npy,day19,case32,84,0,True,144
case32/day19/slice_0105_mask.npy,day19,case32,105,0,True,144
case32/day19/slice_0094_mask.npy,day19,case32,94,0,True,144
case32/day19/slice_0076_mask.npy,day19,case32,76,0,True,144
case32/day19/slice_0083_mask.npy,day19,case32,83,0,True,144
case32/day19/slice_0072_mask.npy,day19,case32,72,0,True,144
case32/day19/slice_0089_mask.npy,day19,case32,89,0,True,144
case32/day19/slice_0078_mask.npy,day19,case32,78,0,True,144
case32/day20/slice_0067_mask.npy,day20,case32,67,0,True,144
case32/day20/slice_0113_mask.npy,day20,case32,113,0,True,144
case32/day20/slice_0092_mask.npy,day20,case32,92,0,True,144
case32/day20/slice_0110_mask.npy,day20,case32,110,0,True,144
case32/day20/slice_0081_mask.npy,day20,case32,81,0,True,144
case32/day20/slice_0071_mask.npy,day20,case32,71,0,True,144
case32/day20/slice_0118_mask.npy,day20,case32,118,0,True,144
case32/day20/slice_0117_mask.npy,day20,case32,117,0,True,144
case32/day20/slice_0069_mask.npy,day20,case32,69,0,True,144
case32/day20/slice_0086_mask.npy,day20,case32,86,0,True,144
case32/day20/slice_0106_mask.npy,day20,case32,106,0,True,144
case32/day20/slice_0077_mask.npy,day20,case32,77,0,True,144
case32/day20/slice_0096_mask.npy,day20,case32,96,0,True,144
case32/day20/slice_0115_mask.npy,day20,case32,115,0,True,144
case32/day20/slice_0100_mask.npy,day20,case32,100,0,True,144
case32/day20/slice_0108_mask.npy,day20,case32,108,0,True,144
case32/day20/slice_0101_mask.npy,day20,case32,101,0,True,144
case32/day20/slice_0112_mask.npy,day20,case32,112,0,True,144
case32/day20/slice_0098_mask.npy,day20,case32,98,0,True,144
case32/day20/slice_0099_mask.npy,day20,case32,99,0,True,144
case32/day20/slice_0095_mask.npy,day20,case32,95,0,True,144
case32/day20/slice_0088_mask.npy,day20,case32,88,0,True,144
case32/day20/slice_0068_mask.npy,day20,case32,68,0,True,144
case32/day20/slice_0093_mask.npy,day20,case32,93,0,True,144
case32/day20/slice_0075_mask.npy,day20,case32,75,0,True,144
case32/day20/slice_0085_mask.npy,day20,case32,85,0,True,144
case32/day20/slice_0091_mask.npy,day20,case32,91,0,True,144
case32/day20/slice_0070_mask.npy,day20,case32,70,0,True,144
case32/day20/slice_0097_mask.npy,day20,case32,97,0,True,144
case32/day20/slice_0105_mask.npy,day20,case32,105,0,True,144
case32/day20/slice_0107_mask.npy,day20,case32,107,0,True,144
case32/day20/slice_0094_mask.npy,day20,case32,94,0,True,144
case32/day20/slice_0116_mask.npy,day20,case32,116,0,True,144
case32/day20/slice_0072_mask.npy,day20,case32,72,0,True,144
case32/day20/slice_0114_mask.npy,day20,case32,114,0,True,144
case32/day20/slice_0089_mask.npy,day20,case32,89,0,True,144
case32/day20/slice_0078_mask.npy,day20,case32,78,0,True,144
case32/day0/slice_0113_mask.npy,day0,case32,113,0,True,144
case32/day0/slice_0119_mask.npy,day0,case32,119,0,True,144
case32/day0/slice_0092_mask.npy,day0,case32,92,0,True,144
case32/day0/slice_0081_mask.npy,day0,case32,81,0,True,144
case32/day0/slice_0118_mask.npy,day0,case32,118,0,True,144
case32/day0/slice_0080_mask.npy,day0,case32,80,0,True,144
case32/day0/slice_0102_mask.npy,day0,case32,102,0,True,144
case32/day0/slice_0059_mask.npy,day0,case32,59,0,True,144
case32/day0/slice_0117_mask.npy,day0,case32,117,0,True,144
case32/day0/slice_0073_mask.npy,day0,case32,73,0,True,144
case32/day0/slice_0069_mask.npy,day0,case32,69,0,True,144
case32/day0/slice_0086_mask.npy,day0,case32,86,0,True,144
case32/day0/slice_0106_mask.npy,day0,case32,106,0,True,144
case32/day0/slice_0077_mask.npy,day0,case32,77,0,True,144
case32/day0/slice_0108_mask.npy,day0,case32,108,0,True,144
case32/day0/slice_0079_mask.npy,day0,case32,79,0,True,144
case32/day0/slice_0066_mask.npy,day0,case32,66,0,True,144
case32/day0/slice_0098_mask.npy,day0,case32,98,0,True,144
case32/day0/slice_0099_mask.npy,day0,case32,99,0,True,144
case32/day0/slice_0088_mask.npy,day0,case32,88,0,True,144
case32/day0/slice_0082_mask.npy,day0,case32,82,0,True,144
case32/day0/slice_0060_mask.npy,day0,case32,60,0,True,144
case32/day0/slice_0093_mask.npy,day0,case32,93,0,True,144
case32/day0/slice_0075_mask.npy,day0,case32,75,0,True,144
case32/day0/slice_0085_mask.npy,day0,case32,85,0,True,144
case32/day0/slice_0091_mask.npy,day0,case32,91,0,True,144
case32/day0/slice_0070_mask.npy,day0,case32,70,0,True,144
case32/day0/slice_0074_mask.npy,day0,case32,74,0,True,144
case32/day0/slice_0097_mask.npy,day0,case32,97,0,True,144
case32/day0/slice_0111_mask.npy,day0,case32,111,0,True,144
case32/day0/slice_0084_mask.npy,day0,case32,84,0,True,144
case32/day0/slice_0105_mask.npy,day0,case32,105,0,True,144
case32/day0/slice_0094_mask.npy,day0,case32,94,0,True,144
case32/day0/slice_0116_mask.npy,day0,case32,116,0,True,144
case32/day0/slice_0076_mask.npy,day0,case32,76,0,True,144
case32/day0/slice_0083_mask.npy,day0,case32,83,0,True,144
case32/day0/slice_0062_mask.npy,day0,case32,62,0,True,144
case32/day0/slice_0061_mask.npy,day0,case32,61,0,True,144
case32/day0/slice_0072_mask.npy,day0,case32,72,0,True,144
case32/day0/slice_0089_mask.npy,day0,case32,89,0,True,144
case32/day0/slice_0103_mask.npy,day0,case32,103,0,True,144
case32/day0/slice_0078_mask.npy,day0,case32,78,0,True,144
case32/day18/slice_0119_mask.npy,day18,case32,119,0,True,144
case32/day18/slice_0110_mask.npy,day18,case32,110,0,True,144
case32/day18/slice_0081_mask.npy,day18,case32,81,0,True,144
case32/day18/slice_0102_mask.npy,day18,case32,102,0,True,144
case32/day18/slice_0123_mask.npy,day18,case32,123,0,True,144
case32/day18/slice_0086_mask.npy,day18,case32,86,0,True,144
case32/day18/slice_0106_mask.npy,day18,case32,106,0,True,144
case32/day18/slice_0115_mask.npy,day18,case32,115,0,True,144
case32/day18/slice_0100_mask.npy,day18,case32,100,0,True,144
case32/day18/slice_0108_mask.npy,day18,case32,108,0,True,144
case32/day18/slice_0101_mask.npy,day18,case32,101,0,True,144
case32/day18/slice_0098_mask.npy,day18,case32,98,0,True,144
case32/day18/slice_0099_mask.npy,day18,case32,99,0,True,144
case32/day18/slice_0122_mask.npy,day18,case32,122,0,True,144
case32/day18/slice_0085_mask.npy,day18,case32,85,0,True,144
case32/day18/slice_0097_mask.npy,day18,case32,97,0,True,144
case32/day18/slice_0084_mask.npy,day18,case32,84,0,True,144
case32/day18/slice_0105_mask.npy,day18,case32,105,0,True,144
case32/day18/slice_0107_mask.npy,day18,case32,107,0,True,144
case32/day18/slice_0094_mask.npy,day18,case32,94,0,True,144
case32/day18/slice_0083_mask.npy,day18,case32,83,0,True,144
case32/day18/slice_0114_mask.npy,day18,case32,114,0,True,144
case32/day18/slice_0089_mask.npy,day18,case32,89,0,True,144
case32/day18/slice_0109_mask.npy,day18,case32,109,0,True,144
case32/day18/slice_0103_mask.npy,day18,case32,103,0,True,144
case32/day18/slice_0104_mask.npy,day18,case32,104,0,True,144
case67/day12/slice_0113_mask.npy,day12,case67,113,0,True,144
case67/day12/slice_0055_mask.npy,day12,case67,55,0,True,144
case67/day12/slice_0053_mask.npy,day12,case67,53,0,True,144
case67/day12/slice_0092_mask.npy,day12,case67,92,0,True,144
case67/day12/slice_0110_mask.npy,day12,case67,110,0,True,144
case67/day12/slice_0081_mask.npy,day12,case67,81,0,True,144
case67/day12/slice_0059_mask.npy,day12,case67,59,0,True,144
case67/day12/slice_0065_mask.npy,day12,case67,65,0,True,144
case67/day12/slice_0049_mask.npy,day12,case67,49,0,True,144
case67/day12/slice_0086_mask.npy,day12,case67,86,0,True,144
case67/day12/slice_0106_mask.npy,day12,case67,106,0,True,144
case67/day12/slice_0090_mask.npy,day12,case67,90,0,True,144
case67/day12/slice_0100_mask.npy,day12,case67,100,0,True,144
case67/day12/slice_0108_mask.npy,day12,case67,108,0,True,144
case67/day12/slice_0079_mask.npy,day12,case67,79,0,True,144
case67/day12/slice_0066_mask.npy,day12,case67,66,0,True,144
case67/day12/slice_0101_mask.npy,day12,case67,101,0,True,144
case67/day12/slice_0112_mask.npy,day12,case67,112,0,True,144
case67/day12/slice_0052_mask.npy,day12,case67,52,0,True,144
case67/day12/slice_0098_mask.npy,day12,case67,98,0,True,144
case67/day12/slice_0095_mask.npy,day12,case67,95,0,True,144
case67/day12/slice_0050_mask.npy,day12,case67,50,0,True,144
case67/day12/slice_0047_mask.npy,day12,case67,47,0,True,144
case67/day12/slice_0057_mask.npy,day12,case67,57,0,True,144
case67/day12/slice_0088_mask.npy,day12,case67,88,0,True,144
case67/day12/slice_0068_mask.npy,day12,case67,68,0,True,144
case67/day12/slice_0087_mask.npy,day12,case67,87,0,True,144
case67/day12/slice_0060_mask.npy,day12,case67,60,0,True,144
case67/day12/slice_0064_mask.npy,day12,case67,64,0,True,144
case67/day12/slice_0075_mask.npy,day12,case67,75,0,True,144
case67/day12/slice_0054_mask.npy,day12,case67,54,0,True,144
case67/day12/slice_0085_mask.npy,day12,case67,85,0,True,144
case67/day12/slice_0044_mask.npy,day12,case67,44,0,True,144
case67/day12/slice_0091_mask.npy,day12,case67,91,0,True,144
case67/day12/slice_0070_mask.npy,day12,case67,70,0,True,144
case67/day12/slice_0074_mask.npy,day12,case67,74,0,True,144
case67/day12/slice_0097_mask.npy,day12,case67,97,0,True,144
case67/day12/slice_0111_mask.npy,day12,case67,111,0,True,144
case67/day12/slice_0084_mask.npy,day12,case67,84,0,True,144
case67/day12/slice_0105_mask.npy,day12,case67,105,0,True,144
case67/day12/slice_0107_mask.npy,day12,case67,107,0,True,144
case67/day12/slice_0094_mask.npy,day12,case67,94,0,True,144
case67/day12/slice_0058_mask.npy,day12,case67,58,0,True,144
case67/day12/slice_0048_mask.npy,day12,case67,48,0,True,144
case67/day12/slice_0062_mask.npy,day12,case67,62,0,True,144
case67/day12/slice_0061_mask.npy,day12,case67,61,0,True,144
case67/day12/slice_0056_mask.npy,day12,case67,56,0,True,144
case67/day12/slice_0063_mask.npy,day12,case67,63,0,True,144
case67/day12/slice_0089_mask.npy,day12,case67,89,0,True,144
case67/day12/slice_0109_mask.npy,day12,case67,109,0,True,144
case67/day12/slice_0042_mask.npy,day12,case67,42,0,True,144
case67/day12/slice_0104_mask.npy,day12,case67,104,0,True,144
case67/day12/slice_0078_mask.npy,day12,case67,78,0,True,144
case67/day0/slice_0067_mask.npy,day0,case67,67,0,True,144
case67/day0/slice_0055_mask.npy,day0,case67,55,0,True,144
case67/day0/slice_0053_mask.npy,day0,case67,53,0,True,144
case67/day0/slice_0071_mask.npy,day0,case67,71,0,True,144
case67/day0/slice_0080_mask.npy,day0,case67,80,0,True,144
case67/day0/slice_0043_mask.npy,day0,case67,43,0,True,144
case67/day0/slice_0059_mask.npy,day0,case67,59,0,True,144
case67/day0/slice_0051_mask.npy,day0,case67,51,0,True,144
case67/day0/slice_0073_mask.npy,day0,case67,73,0,True,144
case67/day0/slice_0040_mask.npy,day0,case67,40,0,True,144
case67/day0/slice_0069_mask.npy,day0,case67,69,0,True,144
case67/day0/slice_0106_mask.npy,day0,case67,106,0,True,144
case67/day0/slice_0077_mask.npy,day0,case67,77,0,True,144
case67/day0/slice_0090_mask.npy,day0,case67,90,0,True,144
case67/day0/slice_0096_mask.npy,day0,case67,96,0,True,144
case67/day0/slice_0100_mask.npy,day0,case67,100,0,True,144
case67/day0/slice_0066_mask.npy,day0,case67,66,0,True,144
case67/day0/slice_0101_mask.npy,day0,case67,101,0,True,144
case67/day0/slice_0052_mask.npy,day0,case67,52,0,True,144
case67/day0/slice_0098_mask.npy,day0,case67,98,0,True,144
case67/day0/slice_0095_mask.npy,day0,case67,95,0,True,144
case67/day0/slice_0050_mask.npy,day0,case67,50,0,True,144
case67/day0/slice_0057_mask.npy,day0,case67,57,0,True,144
case67/day0/slice_0038_mask.npy,day0,case67,38,0,True,144
case67/day0/slice_0039_mask.npy,day0,case67,39,0,True,144
case67/day0/slice_0060_mask.npy,day0,case67,60,0,True,144
case67/day0/slice_0041_mask.npy,day0,case67,41,0,True,144
case67/day0/slice_0064_mask.npy,day0,case67,64,0,True,144
case67/day0/slice_0093_mask.npy,day0,case67,93,0,True,144
case67/day0/slice_0075_mask.npy,day0,case67,75,0,True,144
case67/day0/slice_0054_mask.npy,day0,case67,54,0,True,144
case67/day0/slice_0044_mask.npy,day0,case67,44,0,True,144
case67/day0/slice_0074_mask.npy,day0,case67,74,0,True,144
case67/day0/slice_0097_mask.npy,day0,case67,97,0,True,144
case67/day0/slice_0107_mask.npy,day0,case67,107,0,True,144
case67/day0/slice_0094_mask.npy,day0,case67,94,0,True,144
case67/day0/slice_0058_mask.npy,day0,case67,58,0,True,144
case67/day0/slice_0076_mask.npy,day0,case67,76,0,True,144
case67/day0/slice_0048_mask.npy,day0,case67,48,0,True,144
case67/day0/slice_0045_mask.npy,day0,case67,45,0,True,144
case67/day0/slice_0062_mask.npy,day0,case67,62,0,True,144
case67/day0/slice_0056_mask.npy,day0,case67,56,0,True,144
case67/day0/slice_0063_mask.npy,day0,case67,63,0,True,144
case67/day0/slice_0103_mask.npy,day0,case67,103,0,True,144
case67/day0/slice_0042_mask.npy,day0,case67,42,0,True,144
case67/day0/slice_0104_mask.npy,day0,case67,104,0,True,144
case67/day0/slice_0078_mask.npy,day0,case67,78,0,True,144
case67/day16/slice_0055_mask.npy,day16,case67,55,0,True,144
case67/day16/slice_0053_mask.npy,day16,case67,53,0,True,144
case67/day16/slice_0092_mask.npy,day16,case67,92,0,True,144
case67/day16/slice_0071_mask.npy,day16,case67,71,0,True,144
case67/day16/slice_0043_mask.npy,day16,case67,43,0,True,144
case67/day16/slice_0059_mask.npy,day16,case67,59,0,True,144
case67/day16/slice_0051_mask.npy,day16,case67,51,0,True,144
case67/day16/slice_0040_mask.npy,day16,case67,40,0,True,144
case67/day16/slice_0086_mask.npy,day16,case67,86,0,True,144
case67/day16/slice_0079_mask.npy,day16,case67,79,0,True,144
case67/day16/slice_0066_mask.npy,day16,case67,66,0,True,144
case67/day16/slice_0052_mask.npy,day16,case67,52,0,True,144
case67/day16/slice_0098_mask.npy,day16,case67,98,0,True,144
case67/day16/slice_0050_mask.npy,day16,case67,50,0,True,144
